"ID","prompt","response","set","lab","responseorder","rating","rater1","rater2","rater3","rater4"
182,"messer","schneiden",12,7,1,0.25,0,0,1,0
182,"messer","zerteilen",12,7,2,0.25,0,0,1,0
182,"messer","basteln",12,7,3,0.5,0,1,0,1
182,"messer","für Kunstwerke",12,7,4,0.75,0,1,1,1
182,"messer","zu, Ausstechen von Salat im Garten",12,7,5,1,1,1,1,1
183,"messer","schneiden",12,7,1,0.25,0,0,1,0
183,"messer","trennen",12,7,2,0.25,0,0,1,0
183,"messer","zwiebel weinen",12,7,3,0.25,0,0,1,0
183,"messer","schaben",12,7,4,1,1,1,1,1
183,"messer","balanzieren",12,7,5,1.5,1,1,2,2
183,"messer","schleifen",12,7,6,0.75,0,1,1,1
183,"messer","hämmern",12,7,7,1.5,2,2,1,1
183,"messer","vibrierend tonerzeugen",12,7,8,1.5,0,2,2,2
183,"messer","tortenstück schleudern",12,7,9,1.25,0,3,1,1
183,"messer","morden",12,7,10,0.25,0,0,1,0
183,"messer","schmetterling nadeln",12,7,11,0.75,0,2,1,0
183,"messer","sonne refelktuieren",12,7,12,1.5,2,1,1,2
184,"messer","schneiden",12,7,1,0.25,0,0,1,0
184,"messer","hacken",12,7,2,0.75,0,1,1,1
184,"messer","töten",12,7,3,0.25,0,0,1,0
184,"messer","musik machen",12,7,4,1.25,1,1,2,1
184,"messer","dart spielen",12,7,5,2,2,2,2,2
184,"messer","zaubertricks",12,7,6,0.75,0,1,1,1
184,"messer","fechten",12,7,7,1,1,1,1,1
184,"messer","brücke für hamster o.ä.",12,7,8,2.25,1,3,2,3
184,"messer","spiegel",12,7,9,1.75,3,1,1,2
184,"messer","um jemanden zu blenden",12,7,10,1.75,3,1,1,2
185,"messer","dose öffnen",12,7,1,0.75,0,1,1,1
185,"messer","licht spiegeln",12,7,2,1.75,3,1,1,2
185,"messer","als massband",12,7,3,2.25,3,3,1,2
185,"messer","als schlagzeug",12,7,4,1.5,2,2,1,1
185,"messer","klopfen",12,7,5,0.75,0,1,1,1
185,"messer","luftloch bohren in der lawine",12,7,6,1.5,0,3,1,2
185,"messer","knoten öffnen",12,7,7,0.75,0,2,1,0
185,"messer","dieb abwehren",12,7,8,0.5,0,1,1,0
185,"messer","freundin erschrecken",12,7,9,0.5,0,1,1,0
185,"messer","chef ärgern",12,7,10,0.75,0,1,2,0
185,"messer","verstopftes filter reinigen",12,7,11,1.25,1,1,2,1
185,"messer","nuss öffnen",12,7,12,1.5,2,1,1,2
185,"messer","auto knacken",12,7,13,1,1,1,1,1
185,"messer","scheibe einschlagen",12,7,14,0.75,0,1,1,1
186,"messer","schneiden",12,7,1,0.25,0,0,1,0
186,"messer","töten",12,7,2,0.25,0,0,1,0
186,"messer","hacken",12,7,3,0.75,0,1,1,1
186,"messer","chälen",12,7,4,0.5,0,1,1,0
186,"messer","schälen",12,7,5,0.5,0,1,1,0
186,"messer","ernten",12,7,6,1,1,2,1,0
186,"messer","schrauben",12,7,7,1.25,1,2,1,1
186,"messer","öffner",12,7,8,0.75,1,1,1,0
186,"messer","schnitzen",12,7,9,1.25,1,2,1,1
186,"messer","kratzen",12,7,10,1.25,2,1,1,1
186,"messer","rasieren",12,7,11,1.5,2,1,1,2
187,"messer","schneiden",12,7,1,0.25,0,0,1,0
187,"messer","schnitzen",12,7,2,1.25,1,2,1,1
187,"messer","öffnen",12,7,3,0.75,1,1,1,0
187,"messer","amputation",12,7,4,1,1,1,1,1
187,"messer","sägen",12,7,5,1,1,1,1,1
187,"messer","verteidigung",12,7,6,0.25,0,0,1,0
187,"messer","spiegel",12,7,7,1.75,3,1,1,2
187,"messer","hammer",12,7,8,1.5,2,2,1,1
187,"messer","flaschen öffnen",12,7,9,1,1,1,1,1
188,"messer","essen",12,7,1,0.25,0,0,1,0
188,"messer","kochen",12,7,2,0.25,0,0,1,0
188,"messer","zersägen",12,7,3,0.5,1,0,1,0
188,"messer","werfen",12,7,4,0.75,1,1,1,0
188,"messer","waschen",12,7,5,0.25,0,0,1,0
188,"messer","hinlegen",12,7,6,0.25,0,0,1,0
188,"messer","kühlen",12,7,7,1.5,0,3,1,2
188,"messer","spiegel",12,7,8,1.75,3,1,1,2
188,"messer","kitzeln",12,7,9,1.25,2,1,1,1
188,"messer","streichen",12,7,10,0.25,0,0,1,0
189,"messer","Als Waffe",12,7,1,0.25,0,0,1,0
189,"messer","zum Schneiden",12,7,2,0.25,0,0,1,0
189,"messer","zum Zerkleinern",12,7,3,0.25,0,0,1,0
189,"messer","zum Hacken",12,7,4,0.5,0,1,1,0
189,"messer","als Verteidigung",12,7,5,0.25,0,0,1,0
189,"messer","für Gatenarbeiten",12,7,6,1,1,1,1,1
189,"messer","zum Schnitzen",12,7,7,1.25,1,2,1,1
189,"messer","zum Basteln",12,7,8,1,1,1,1,1
190,"messer","jonglieren",12,7,1,2,2,2,2,2
190,"messer","einschüchtern",12,7,2,0.5,0,1,1,0
190,"messer","theaterspielen",12,7,3,1,1,1,1,1
190,"messer","basteln",12,7,4,0.5,0,1,0,1
190,"messer","angeben",12,7,5,0.75,0,1,1,1
190,"messer","werkzeug",12,7,6,1,1,1,1,1
190,"messer","musikinstrument",12,7,7,1.25,1,1,2,1
190,"messer","sportgerät",12,7,8,0.5,0,1,1,0
190,"messer","wurfgeschoss",12,7,9,0.75,1,1,1,0
190,"messer","teil eines kostüms",12,7,10,1,1,1,1,1
190,"messer","ausstellungsstück",12,7,11,0.75,0,1,1,1
190,"messer","kunstobjekt",12,7,12,0.75,0,1,1,1
190,"messer","hammer",12,7,13,1.5,2,2,1,1
190,"messer","überleben",12,7,14,0.5,0,1,1,0
191,"messer","Kreuzschraubenzieher",12,7,1,1,0,2,1,1
191,"messer","Loch in die Mauer klopfen",12,7,2,0.75,0,1,1,1
191,"messer","Gabel",12,7,3,1,1,1,1,1
191,"messer","Nägelputzen",12,7,4,1.25,2,1,1,1
192,"messer","Gemüse schneiden",12,7,1,0.25,0,0,1,0
192,"messer","etwas aus Holz schnitzen",12,7,2,1,1,1,1,1
192,"messer","Fleisch schneiden",12,7,3,0.25,0,0,1,0
192,"messer","Schrauben aufdrehen",12,7,4,1.25,1,2,1,1
192,"messer","Verpackungen öffnen",12,7,5,0.25,0,0,1,0
192,"messer","Zur Selbstverteidigung",12,7,6,0.25,0,0,1,0
192,"messer","Brot schneiden",12,7,7,0,0,0,0,0
192,"messer","Brot bestreichen",12,7,8,0,0,0,0,0
192,"messer","Obst schälen",12,7,9,0.25,0,0,1,0
192,"messer","Zum Messerwerfen",12,7,10,1,1,1,1,1
193,"messer","rasieren",12,7,1,1.5,2,1,1,2
193,"messer","schneiden",12,7,2,0.25,0,0,1,0
193,"messer","stechen",12,7,3,0.25,0,0,1,0
193,"messer","ritzen",12,7,4,1.25,1,2,1,1
193,"messer","öffner",12,7,5,0.75,1,1,1,0
193,"messer","waffe",12,7,6,0.25,0,0,1,0
193,"messer","spiegel",12,7,7,1.75,3,1,1,2
193,"messer","wurfinstrument",12,7,8,0.75,1,1,1,0
193,"messer","drohung",12,7,9,0.5,0,1,1,0
194,"messer","selbstmord",12,7,1,0.75,1,1,1,0
194,"messer","mord",12,7,2,0.25,0,0,1,0
194,"messer","messerwerfen",12,7,3,1,1,1,1,1
194,"messer","dosenöffner",12,7,4,0.75,0,1,1,1
194,"messer","durchtrennen nabelschnur",12,7,5,0.75,0,2,1,0
194,"messer","sonnenblende",12,7,6,1.5,2,1,1,2
194,"messer","wandschmuck",12,7,7,0.75,0,1,1,1
194,"messer","spiegel",12,7,8,1.75,3,1,1,2
195,"messer","schnitzen von figuren",12,7,1,1.25,1,2,1,1
195,"messer","durchschneiden von seilen",12,7,2,0.25,0,0,1,0
195,"messer","fesseln von menschen",12,7,3,0.75,1,1,1,0
195,"messer","schneiden von fleisch",12,7,4,0.25,0,0,1,0
195,"messer","selbstverteidigung",12,7,5,0.5,0,1,1,0
195,"messer","eindrehen einer schraube",12,7,6,1,0,2,1,1
195,"messer","schneiden von papier",12,7,7,0.5,0,0,1,1
195,"messer","essen",12,7,8,0.25,0,0,1,0
196,"messer","Gemüse kleinschneiden",12,7,1,0.25,0,0,1,0
196,"messer","Selbstverteidigung",12,7,2,0.5,0,1,1,0
196,"messer","Jemandem drohen",12,7,3,0.5,0,1,1,0
196,"messer","Ein Tier ausnehmen",12,7,4,0.5,0,1,1,0
196,"messer","Konservendosen öffnen",12,7,5,1,1,1,1,1
196,"messer","Einengende Kleidungsstücke aufschneiden",12,7,6,1.25,2,1,1,1
196,"messer","Haare abschneiden",12,7,7,1,1,1,1,1
197,"messer","Messer werfen",12,7,1,1,1,1,1,1
197,"messer","Schwein schlachten",12,7,2,0.5,0,1,1,0
197,"messer","Bank überfallen",12,7,3,0.75,0,2,1,0
197,"messer","Ein herz in Baum schnitzen",12,7,4,1,1,1,1,1
197,"messer","Angel Basteln",12,7,5,1.25,1,2,1,1
197,"messer","Stock zum grillen schnitzen",12,7,6,1,0,2,1,1
197,"messer","Blumen im Garten schneiden",12,7,7,0.5,0,1,1,0
197,"messer","Um die Ecke jemanden beobachten",12,7,8,2.25,3,2,2,2
197,"messer","Als Spiegel",12,7,9,1.75,3,1,1,2
197,"messer","Sich zu befreien",12,7,10,0.5,0,1,1,0
198,"messer","schneiden",12,7,1,0.25,0,0,1,0
198,"messer","liegen",12,7,2,0.25,0,0,1,0
198,"messer","abreissen",12,7,3,0.25,0,1,0,0
198,"messer","schleifen",12,7,4,0.75,0,1,1,1
198,"messer","essen",12,7,5,0.25,0,0,1,0
198,"messer","klopfen",12,7,6,0.75,0,1,1,1
198,"messer","waschen",12,7,7,0.25,0,0,1,0
198,"messer","säubern",12,7,8,1.25,2,1,1,1
198,"messer","putzen",12,7,9,1.25,2,1,1,1
198,"messer","reinigen",12,7,10,1.25,2,1,1,1
198,"messer","zerstören",12,7,11,0.25,0,0,1,0
198,"messer","weitwerfen",12,7,12,0.75,1,1,1,0
198,"messer","schlucken",12,7,13,0.75,0,1,1,1
198,"messer","zum Arbeiten",12,7,14,0.25,0,0,1,0
198,"messer","nass machen",12,7,15,0.25,0,0,1,0
198,"messer","zusammen klappen",12,7,16,0.25,0,0,1,0
198,"messer","auseinander klappen",12,7,17,0.5,0,1,1,0
198,"messer","anmalen",12,7,18,1,0,2,2,0
198,"messer","dekorieren",12,7,19,1,0,1,2,1
198,"messer","ausstellen",12,7,20,0.75,0,1,1,1
199,"messer","kochen",12,7,1,0.25,0,0,1,0
199,"messer","schneiden",12,7,2,0.25,0,0,1,0
199,"messer","öffnen",12,7,3,0.75,1,1,1,0
199,"messer","umrühren",12,7,4,1,1,1,1,1
199,"messer","als schraubenzieher",12,7,5,1.25,1,2,1,1
199,"messer","zum malen",12,7,6,1.25,0,2,1,2
199,"messer","schreiben",12,7,7,0.75,0,1,1,1
199,"messer","rechnen",12,7,8,0.5,0,1,1,0
199,"messer","putzen",12,7,9,1.25,2,1,1,1
199,"messer","türglocke",12,7,10,0.5,0,1,1,0
199,"messer","stifte spitzen",12,7,11,1.5,2,2,1,1
199,"messer","umranden",12,7,12,0.75,0,1,1,1
199,"messer","bilderrahmen",12,7,13,1.25,0,2,1,2
200,"messer","kleinschneiden",12,7,1,0.25,0,0,1,0
200,"messer","morden",12,7,2,0.25,0,0,1,0
200,"messer","drohen",12,7,3,0.5,0,1,1,0
200,"messer","als spiegen verwenden",12,7,4,1.25,3,1,1,0
200,"messer","schlucken",12,7,5,0.75,0,1,1,1
200,"messer","geräte öffnen",12,7,6,1,1,1,1,1
200,"messer","sich rasieren",12,7,7,1.5,2,1,1,2
200,"messer","schälen",12,7,8,0.5,0,1,1,0
200,"messer","ritzen",12,7,9,1.25,1,2,1,1
200,"messer","kabel, seile durchtrennen",12,7,10,0.5,0,1,1,0
201,"messer","kuvert öffnen",12,7,1,1,2,1,1,0
201,"messer","speck schneiden",12,7,2,0.5,0,1,1,0
201,"messer","fleisch/gemüse schneiden",12,7,3,0.25,0,0,1,0
201,"messer","zum basteln",12,7,4,1,1,1,1,1
201,"messer","""überlebensmesser""",12,7,5,1.25,3,1,1,0
201,"messer","blumen abschneiden",12,7,6,0.5,0,1,1,0
201,"messer","schlachten",12,7,7,0.5,0,1,1,0
201,"messer","essen",12,7,8,0.25,0,0,1,0
201,"messer","zum auskratzen",12,7,9,0.75,0,1,1,1
201,"messer","zum reifen durchstechen",12,7,10,0.75,0,1,1,1
202,"messer","kochen",12,7,1,0.25,0,0,1,0
202,"messer","nägel putzen",12,7,2,1.25,2,1,1,1
202,"messer","zum filetieren von fisch",12,7,3,0.25,0,0,1,0
202,"messer","zum zerschneiden von papier für kleine mosaike",12,7,4,0.5,0,0,1,1
202,"messer","zum zerteilen von brot",12,7,5,0.25,0,0,1,0
202,"messer","zum verteidigen wenn nötig",12,7,6,0.25,0,0,1,0
203,"messer","zum essen",12,7,1,0.25,0,0,1,0
203,"messer","zum töten",12,7,2,0.25,0,0,1,0
203,"messer","um jemanden zu verletzen",12,7,3,0.25,0,0,1,0
203,"messer","um etwas auszuschneiden",12,7,4,0.5,0,0,1,1
203,"messer","als Deko",12,7,5,1,0,1,2,1
203,"messer","als Waffe",12,7,6,0.25,0,0,1,0
203,"messer","als Geschenk",12,7,7,0.5,0,1,1,0
203,"messer","um etwas zu zerteilen",12,7,8,0.25,0,0,1,0
204,"messer","zum Schneiden",12,7,1,0.25,0,0,1,0
204,"messer","zum (Butter) streichen",12,7,2,0.25,0,0,1,0
204,"messer","angemalt als Ziergegenstand",12,7,3,1,0,1,2,1
204,"messer","im Garten in die Erde gesteckt, als Gerüst für eine bunt bemalte Konservendose (als Gartenschmuck)",12,7,4,1.5,0,2,2,2
204,"messer","zum (Brot)schneiden",12,7,5,0.25,0,0,1,0
204,"messer","als Musikinstrument",12,7,6,1.25,1,1,2,1
204,"messer","als Schuhlöffel",12,7,7,1.25,0,2,1,2
205,"messer","schnitzen",12,7,1,1.25,1,2,1,1
205,"messer","bäumefällen",12,7,2,0.5,0,1,1,0
205,"messer","verteidgungsmittel",12,7,3,0.25,0,0,1,0
205,"messer","ritzen",12,7,4,1.25,1,2,1,1
205,"messer","öffnen",12,7,5,0.75,1,1,1,0
205,"messer","wurfmesser",12,7,6,0.75,1,1,1,0
206,"messer","Kunstwerk",12,7,1,0.75,0,1,1,1
206,"messer","spalten von Holz",12,7,2,0.75,0,1,1,1
206,"messer","zersägen",12,7,3,0.5,1,0,1,0
206,"messer","spitzen von Bleistiften",12,7,4,1.5,2,2,1,1
206,"messer","schneiden",12,7,5,0.25,0,0,1,0
206,"messer","zum Schälen eines Apfels",12,7,6,0.5,0,1,1,0
206,"messer","als Tischunterlage",12,7,7,0.25,0,0,1,0
206,"messer","zum Teilen eines Leib Brotes",12,7,8,0.25,0,0,1,0
207,"messer","ANMALEN",12,7,1,1,0,2,2,0
207,"messer","GARTENMARKIERUNG",12,7,2,0.75,0,1,1,1
207,"messer","PFLANZHILFE",12,7,3,1,0,2,1,1
207,"messer","INSTRUMENT",12,7,4,1.5,1,2,2,1
207,"messer","ZUM TROMMELN",12,7,5,1.5,2,2,1,1
208,"messer","zum Schneiden",12,7,1,0.25,0,0,1,0
208,"messer","zum Schauspielen",12,7,2,1,1,1,1,1
208,"messer","als Einrichtungsgegenstand",12,7,3,0.75,0,1,1,1
208,"messer","als Atrappe",12,7,4,1,1,1,1,1
208,"messer","als Accessoires",12,7,5,0.75,1,1,0,1
208,"messer","als Waffe",12,7,6,0.25,0,0,1,0
208,"messer","zum Zerwirken",12,7,7,0.25,0,0,1,0
208,"messer","zum Zerdrücken",12,7,8,0.75,0,1,1,1
208,"messer","zum Streichen",12,7,9,0.25,0,0,1,0
208,"messer","zum Angstmachen",12,7,10,0.25,0,0,1,0
208,"messer","als Verteidigungsmittel",12,7,11,0.25,0,0,1,0
208,"messer","zum Reinigen",12,7,12,1.5,2,2,1,1
208,"messer","zum Zerkratzen",12,7,13,0.75,0,1,1,1
209,"messer","schneiden",12,7,1,0.25,0,0,1,0
209,"messer","töten",12,7,2,0.25,0,0,1,0
209,"messer","schnitzen",12,7,3,1.25,1,2,1,1
209,"messer","Schmuck",12,7,4,0.5,0,1,1,0
209,"messer","Möbelstück",12,7,5,0.5,0,1,1,0
209,"messer","erschrecken",12,7,6,0.5,0,1,1,0
209,"messer","Requisite",12,7,7,1,1,1,1,1
209,"messer","Schauspielen",12,7,8,1,1,1,1,1
209,"messer","verletzen",12,7,9,0.25,0,0,1,0
209,"messer","etwas öffnen",12,7,10,0.75,1,1,1,0
209,"messer","Butter aufs Brot streichen",12,7,11,0.25,0,0,1,0
209,"messer","Flasche öffnen",12,7,12,1,1,1,1,1
209,"messer","Dinge aus Engen ritzen hinausholen",12,7,13,1.5,2,1,2,1
210,"messer","Kochen",12,7,1,0.25,0,0,1,0
210,"messer","Mord",12,7,2,0.25,0,0,1,0
210,"messer","Zerteilen",12,7,3,0.25,0,0,1,0
210,"messer","Elektrischer Leiter",12,7,4,1.25,1,2,1,1
210,"messer","Sprungbrett",12,7,5,1.5,0,2,1,3
210,"messer","Schmuckstück",12,7,6,0.5,0,1,1,0
210,"messer","Geschenk",12,7,7,0.5,0,1,1,0
210,"messer","Verkauf",12,7,8,0.25,0,0,1,0
210,"messer","Sammlerstück",12,7,9,0.5,0,1,1,0
210,"messer","Kunstwerk",12,7,10,0.75,0,1,1,1
210,"messer","Versteigerung",12,7,11,0.75,1,1,1,0
210,"messer","Abdichtung",12,7,12,0.75,0,1,1,1
210,"messer","Wurfwaffe",12,7,13,0.75,1,1,1,0
210,"messer","Verteidigung",12,7,14,0.25,0,0,1,0
210,"messer","Wiederverwertung",12,7,15,0.75,0,1,1,1
211,"messer","schneiden als kochlöffel",12,7,1,0.25,0,0,1,0
211,"messer","als rasierklinge",12,7,2,1.5,2,1,1,2
211,"messer","als gewürzregal",12,7,3,1,0,1,1,2
211,"messer","einschmelzen zur münzerzeugung",12,7,4,1.5,0,2,2,2
211,"messer","???",12,7,5,0,0,0,0,0
212,"messer","Zum Schneiden",12,7,1,0.25,0,0,1,0
212,"messer","Zum Stecken",12,7,2,0.25,0,0,1,0
212,"messer","Zum Schnitzen",12,7,3,1.25,1,2,1,1
212,"messer","Zum Jagen",12,7,4,0.5,0,1,1,0
212,"messer","Zum Kämpfen",12,7,5,0.25,0,0,1,0
212,"messer","Um eine Dose zu öffnen",12,7,6,1,1,1,1,1
212,"messer","Um eine Tür zu öffnen",12,7,7,1,1,1,1,1
212,"messer","Um damit zu drohen",12,7,8,0.5,0,1,1,0
212,"messer","Um sich zu verteidigen",12,7,9,0.25,0,0,1,0
213,"messer","schneiden",12,7,1,0.25,0,0,1,0
213,"messer","schaben",12,7,2,1,1,1,1,1
213,"messer","als waffe",12,7,3,0.25,0,0,1,0
213,"messer","als werkzeug",12,7,4,1,1,1,1,1
213,"messer","zum kochen",12,7,5,0.25,0,0,1,0
213,"messer","zur verteidigung",12,7,6,0.25,0,0,1,0
213,"messer","zum Jausnen",12,7,7,0.25,0,0,1,0
213,"messer","zum kratzen",12,7,8,1.25,2,1,1,1
213,"messer","ausstechen",12,7,9,0.5,0,1,1,0
213,"messer","schleifen",12,7,10,0.75,0,1,1,1
213,"messer","zusammenklappen",12,7,11,0.25,0,0,1,0
214,"messer","töten",12,7,1,0.25,0,0,1,0
214,"messer","spreizen",12,7,2,0.5,0,1,1,0
214,"messer","bedrohen",12,7,3,0.5,0,1,1,0
214,"messer","was heiß machen",12,7,4,0.5,0,0,1,1
214,"messer","jemanden kalt machen",12,7,5,0.5,0,1,1,0
214,"messer","Angst auslösen",12,7,6,0.5,0,1,1,0
214,"messer","Bewunderung auslösen",12,7,7,0.5,0,1,1,0
214,"messer","umstechen",12,7,8,1.25,1,2,1,1
214,"messer","spuren ziehen",12,7,9,1.75,3,2,1,1
214,"messer","Grenzen ziehen",12,7,10,1,0,2,1,1
214,"messer","sich piercen",12,7,11,1.75,2,2,1,2
214,"messer","andere piercen",12,7,12,1.5,2,1,1,2
214,"messer","damit tanzen",12,7,13,0.75,0,1,2,0
214,"messer","sich damit eingraben lassen",12,7,14,1,0,2,1,1
214,"messer","sich in den Hintern stecken",12,7,15,0.25,0,0,1,0
214,"messer","draufsteigen und den schmerz genießen",12,7,16,1,0,2,2,0
214,"messer","sich ritzen",12,7,17,0.75,1,1,1,0
214,"messer","schauen, wer es sich an den hals setzen lässt",12,7,18,0.75,0,2,1,0
214,"messer","als freund hernehmen",12,7,19,0.5,0,1,1,0
214,"messer","als freundin hernehmen",12,7,20,0.5,0,1,1,0
214,"messer","als bestvertraute hernehmen",12,7,21,0.5,0,2,0,0
214,"messer","als nachbarin heranziehen",12,7,22,0.5,0,1,1,0
215,"messer","zustechen",12,7,1,0.25,0,0,1,0
215,"messer","öffnen",12,7,2,0.75,1,1,1,0
215,"messer","aufschlitzen",12,7,3,0.25,0,0,1,0
215,"messer","werfen",12,7,4,0.75,1,1,1,0
215,"messer","schnitzen",12,7,5,1.25,1,2,1,1
215,"messer","schneiden",12,7,6,0.25,0,0,1,0
216,"messer","schneiden",12,7,1,0.25,0,0,1,0
216,"messer","waffe",12,7,2,0.25,0,0,1,0
216,"messer","schnitzenwandverzierung",12,7,3,1,0,2,1,1
216,"messer","essen",12,7,4,0.25,0,0,1,0
216,"messer","aggressionsabbau",12,7,5,0.75,1,2,0,0
216,"messer","spiegel",12,7,6,1.75,3,1,1,2
216,"messer","haare schneiden",12,7,7,1,1,1,1,1
216,"messer","magnetfeldtester",12,7,8,2.25,3,3,1,2
216,"messer","finger abschneiden",12,7,9,0.5,0,1,1,0
216,"messer","ritzen",12,7,10,1.25,1,2,1,1
217,"messer","cutter",12,7,1,1,0,2,1,1
217,"messer","auspackhilfe",12,7,2,0.75,1,1,1,0
217,"messer","fingernägeldreckwegtudings",12,7,3,1,1,1,1,1
217,"messer","spiegel",12,7,4,1.75,3,1,1,2
217,"messer","hebehilfe zwecks griff",12,7,5,1,1,1,1,1
217,"messer","fecher",12,7,6,1,0,1,1,2
217,"messer","enterhacken",12,7,7,0.75,1,1,1,0
217,"messer","steighilfe",12,7,8,1.5,2,1,1,2
218,"messer","schnitzen",12,7,1,1.25,1,2,1,1
218,"messer","öffnen",12,7,2,0.75,1,1,1,0
218,"messer","gravieren",12,7,3,1,1,1,1,1
218,"messer","essen",12,7,4,0.25,0,0,1,0
218,"messer","fischen",12,7,5,0.75,0,1,1,1
218,"messer","beschweren",12,7,6,1,1,1,1,1
218,"messer","gegengewicht",12,7,7,1.25,1,1,1,2
218,"messer","zerdrücken",12,7,8,0.75,0,1,1,1
219,"messer","briefe öffnen",12,7,1,0.75,2,1,0,0
220,"messer","um jemanden umzubringen",12,7,1,0.25,0,0,1,0
220,"messer","um Brot zu schneiden",12,7,2,0.25,0,0,1,0
220,"messer","zum Messerwerfen (Wilhelm Tell)",12,7,3,1,1,1,1,1
220,"messer","um etwas an der Wand festzuhalten",12,7,4,0.75,0,1,1,1
220,"messer","um sich die Fingernägel zu putzen",12,7,5,1.5,2,2,1,1
220,"messer","um Farbe an der Wand abzukratzen",12,7,6,1.5,2,1,1,2
221,"messer","zum schneiden#",12,7,1,0.25,0,0,1,0
221,"messer","ritzen",12,7,2,1.25,1,2,1,1
221,"messer","kratzen",12,7,3,1.25,2,1,1,1
221,"messer","zerstören",12,7,4,0.25,0,0,1,0
221,"messer","eine Schraube aufdrehen",12,7,5,1.25,1,2,1,1
221,"messer","sich verteidigen",12,7,6,0.5,0,1,1,0
221,"messer","etwas abschneiden",12,7,7,0.25,0,0,1,0
221,"messer","als markierungsstift",12,7,8,0.75,0,1,1,1
222,"messer","schneiden",12,7,1,0.25,0,0,1,0
222,"messer","töten",12,7,2,0.25,0,0,1,0
222,"messer","zerteilen",12,7,3,0.25,0,0,1,0
222,"messer","herze schnitzen",12,7,4,1,1,1,1,1
222,"messer","stechen",12,7,5,0.25,0,0,1,0
222,"messer","werfen",12,7,6,0.75,1,1,1,0
222,"messer","rühren",12,7,7,1,1,1,1,1
222,"messer","als besteck",12,7,8,0.25,0,0,1,0
222,"messer","hebelwerkzeug",12,7,9,1,1,1,1,1
222,"messer","schrauben drehen",12,7,10,1.25,1,2,1,1
222,"messer","ritzen",12,7,11,1.25,1,2,1,1
222,"messer","erwärmen",12,7,12,0.75,0,1,1,1
222,"messer","kämpfen",12,7,13,0.5,0,1,1,0
222,"messer","hauen",12,7,14,0.75,0,1,1,1
222,"messer","andenken",12,7,15,0.5,0,1,0,1
223,"messer","schneiden",12,7,1,0.25,0,0,1,0
223,"messer","basteln",12,7,2,0.5,0,1,0,1
223,"messer","stechen",12,7,3,0.25,0,0,1,0
223,"messer","öffnen von schrauben",12,7,4,1,1,1,1,1
223,"messer","öffnen von fenstern",12,7,5,1,1,1,1,1
223,"messer","öffnen von türen",12,7,6,1,1,1,1,1
223,"messer","essen",12,7,7,0.25,0,0,1,0
223,"messer","verdeidigung",12,7,8,0.25,0,0,1,0
224,"messer","zum Schneiden",12,7,1,0.25,0,0,1,0
224,"messer","zum Werfen",12,7,2,0.75,1,1,1,0
224,"messer","als Dosenöffner",12,7,3,0.75,0,1,1,1
224,"messer","als Brieföffner",12,7,4,0.75,2,1,0,0
224,"messer","als Paketöffner",12,7,5,0.75,1,1,1,0
224,"messer","zum Fleisch schneiden",12,7,6,0.25,0,0,1,0
224,"messer","zum Brot schneiden",12,7,7,0.25,0,0,1,0
224,"messer","zum Wurst schneiden",12,7,8,0.25,0,0,1,0
224,"messer","zum Käse schneiden",12,7,9,0.25,0,0,1,0
224,"messer","zum Obst schneiden",12,7,10,0.25,0,0,1,0
224,"messer","zum Gemüse schneiden",12,7,11,0.25,0,0,1,0
224,"messer","zum Fingernägel putzen",12,7,12,1.25,2,1,1,1
224,"messer","zum Tranchieren",12,7,13,0.5,1,0,1,0
224,"messer","zum Zerlegen",12,7,14,0.25,0,0,1,0
224,"messer","als Schraubenzieher",12,7,15,1.25,1,2,1,1
224,"messer","als Lineal",12,7,16,1.5,3,1,1,1
225,"messer","nägel säubern",12,7,1,1.25,2,1,1,1
225,"messer","schlitzen",12,7,2,0.75,1,1,1,0
225,"messer","schnitzen",12,7,3,1.25,1,2,1,1
225,"messer","ritzen",12,7,4,1.25,1,2,1,1
225,"messer","faschingsrequisite",12,7,5,1,1,1,1,1
225,"messer","gartenarbeit",12,7,6,0.75,1,1,1,0
225,"messer","makabre scherze",12,7,7,0.75,1,1,1,0
225,"messer","dieb verscheucher",12,7,8,0.5,0,1,1,0
225,"messer","blenden jmd",12,7,9,1.25,1,1,1,2
225,"messer","locher bohren",12,7,10,0.75,0,1,1,1
225,"messer","abreagieren",12,7,11,0.25,0,1,0,0
225,"messer","drohen",12,7,12,0.5,0,1,1,0
226,"messer","mobile",12,7,1,0.75,0,1,1,1
226,"messer","glätten",12,7,2,0.75,0,1,1,1
226,"messer","brieföffner",12,7,3,0.75,2,1,0,0
226,"messer","nägelputzen",12,7,4,1.25,2,1,1,1
226,"messer","jagd",12,7,5,0.75,1,1,1,0
226,"messer","schnitzen",12,7,6,1.25,1,2,1,1
226,"messer","reifenstechen",12,7,7,0.75,0,1,1,1
226,"messer","kläge musik",12,7,8,0.75,1,1,0,1
226,"messer","suppe essen",12,7,9,0.25,0,0,1,0
226,"messer","performanceartiges",12,7,10,1,1,1,1,1
226,"messer","werfen",12,7,11,0.75,1,1,1,0
227,"messer","brot schneiden",12,7,1,0,0,0,0,0
227,"messer","loch bohren",12,7,2,0.75,0,1,1,1
227,"messer","jemanden töten",12,7,3,0.5,0,1,1,0
227,"messer","haare kämmen",12,7,4,0.75,0,1,1,1
227,"messer","als küchengerät",12,7,5,0.25,0,0,1,0
227,"messer","tür aufbrechen",12,7,6,1,1,1,1,1
