"ID","prompt","response","rater1","rater2","rater3","rater4","set","itemID","item_english","openness","CAQ"
1328,"纸巾","鞋垫",2,2,2,3,1,1081,NA,NA,NA
1328,"纸杯","灯罩",3,2,2,3,1,1088,NA,NA,NA
1328,"纸杯","笔筒",2,1,2,3,1,1088,NA,NA,NA
1328,"花椒","松果",0,0,0,2,1,1080,NA,NA,NA
1328,"花椒","止痛",1,1,2,3,1,1080,NA,NA,NA
1328,"茶壶","汤碗",2,1,1,3,1,1076,NA,NA,NA
1328,"茶壶","花盆",2,2,1,3,1,1076,NA,NA,NA
1328,"韭菜","假发",3,2,3,3,1,1079,NA,NA,NA
1328,"韭菜","小草",2,1,1,2,1,1079,NA,NA,NA
1328,"音响","放盆栽",2,1,1,3,1,1084,NA,NA,NA
1328,"音响","放音乐",1,1,1,2,1,1084,NA,NA,NA
1328,"黄金","自杀",2,1,2,3,1,1083,NA,NA,NA
1328,"黄金","雕刻",2,1,2,3,1,1083,NA,NA,NA
1329,"发带","绳子",2,1,1,3,1,1087,NA,NA,NA
1329,"发带","装饰",1,1,2,3,1,1087,NA,NA,NA
1329,"无花果","冲泡",2,1,1,3,1,1078,NA,NA,NA
1329,"无花果","文玩",0,3,2,3,1,1078,NA,NA,NA
1329,"柿子","压重",2,2,2,0,1,1090,NA,NA,NA
1329,"柿子","武器",2,1,2,2,1,1090,NA,NA,NA
1329,"棉签","掏耳屎",1,1,1,2,1,1089,NA,NA,NA
1329,"棉签","擦键盘",2,1,2,3,1,1089,NA,NA,NA
1329,"灌木","掩体",1,2,3,2,1,1077,NA,NA,NA
1329,"灌木","盆栽",1,2,1,3,1,1077,NA,NA,NA
1329,"狐狸","宠物",1,1,2,3,1,1086,NA,NA,NA
1329,"狐狸","诱饵",2,2,3,1,1,1086,NA,NA,NA
1329,"画像","遮挡",2,1,2,3,1,1085,NA,NA,NA
1329,"画像","隐藏信息",2,2,3,2,1,1085,NA,NA,NA
1329,"皮筋","弹射",1,1,2,3,1,1082,NA,NA,NA
1329,"皮筋","绳子",2,1,1,1,1,1082,NA,NA,NA
1329,"纸巾","垫子",2,1,1,3,1,1081,NA,NA,NA
1329,"纸巾","湿巾",1,1,2,3,1,1081,NA,NA,NA
1329,"纸杯","作画",2,1,2,3,1,1088,NA,NA,NA
1329,"纸杯","花盆",2,1,2,3,1,1088,NA,NA,NA
1329,"花椒","惩罚",0,1,2,3,1,1080,NA,NA,NA
1329,"花椒","玩具",2,2,2,3,1,1080,NA,NA,NA
1329,"茶壶","存钱罐",2,2,1,2,1,1076,NA,NA,NA
1329,"茶壶","收纳",1,2,2,3,1,1076,NA,NA,NA
1329,"韭菜","药",1,1,1,3,1,1079,NA,NA,NA
1329,"韭菜","驱虫",1,1,1,3,1,1079,NA,NA,NA
1329,"音响","录音机",1,1,1,2,1,1084,NA,NA,NA
1329,"音响","扩音器",1,1,1,2,1,1084,NA,NA,NA
1329,"黄金","装饰",2,1,2,3,1,1083,NA,NA,NA
1329,"黄金","锤子",3,1,2,3,1,1083,NA,NA,NA
1330,"发带","做厕纸",3,2,2,2,1,1087,NA,NA,NA
1330,"发带","设计衣服",2,0,2,3,1,1087,NA,NA,NA
1330,"无花果","卜卦",2,2,3,3,1,1078,NA,NA,NA
1330,"无花果","玩具",2,2,2,3,1,1078,NA,NA,NA
1330,"柿子","当皮球",2,2,2,3,1,1090,NA,NA,NA
1330,"柿子","酿酒",2,1,1,3,1,1090,NA,NA,NA
1330,"棉签","做杠杆",2,3,3,3,1,1089,NA,NA,NA
1330,"棉签","益智玩具",2,2,2,3,1,1089,NA,NA,NA
1330,"灌木","作为浮木",1,2,2,2,1,1077,NA,NA,NA
1330,"灌木","制作武器",2,2,2,3,1,1077,NA,NA,NA
1330,"狐狸","宠物",1,1,2,3,1,1086,NA,NA,NA
1330,"狐狸","抓老鼠",2,2,1,2,1,1086,NA,NA,NA
1330,"画像","缉拿犯人",2,1,2,3,1,1085,NA,NA,NA
1330,"画像","考古",2,1,2,3,1,1085,NA,NA,NA
1330,"皮筋","物理实验",2,3,2,3,1,1082,NA,NA,NA
1330,"皮筋","翻花绳",2,1,2,3,1,1082,NA,NA,NA
1330,"纸巾","作为绳子",2,1,1,3,1,1081,NA,NA,NA
1330,"纸巾","做密码纸",2,1,2,3,1,1081,NA,NA,NA
1330,"纸杯","做帽子",2,1,2,3,1,1088,NA,NA,NA
1330,"纸杯","指南针",2,2,3,4,1,1088,NA,NA,NA
1330,"花椒","做风车",2,2,3,3,1,1080,NA,NA,NA
1330,"花椒","性工具",3,0,3,3,1,1080,NA,NA,NA
1330,"茶壶","分隔毒酒",2,2,3,3,1,1076,NA,NA,NA
1330,"茶壶","当锤子用",3,2,2,2,1,1076,NA,NA,NA
1330,"韭菜","测量长度",2,3,2,3,1,1079,NA,NA,NA
1330,"韭菜","翻花绳",3,2,3,2,1,1079,NA,NA,NA
1330,"音响","承载物品",1,1,1,3,1,1084,NA,NA,NA
1330,"音响","玩具",2,2,2,3,1,1084,NA,NA,NA
1330,"黄金","作为模具",2,1,2,3,1,1083,NA,NA,NA
1330,"黄金","自杀",2,1,2,3,1,1083,NA,NA,NA
1331,"发带","手链",2,1,2,3,1,1087,NA,NA,NA
1331,"发带","鞋带",2,1,1,3,1,1087,NA,NA,NA
1331,"无花果","新鲜",0,0,0,3,1,1078,NA,NA,NA
1331,"无花果","球",2,2,1,3,1,1078,NA,NA,NA
1331,"柿子","丰收",0,0,0,0,1,1090,NA,NA,NA
1331,"柿子","小灯笼",3,2,3,3,1,1090,NA,NA,NA
1331,"棉签","发簪",3,2,3,3,1,1089,NA,NA,NA
1331,"棉签","小棍子",2,1,1,3,1,1089,NA,NA,NA
1331,"灌木","家",0,2,0,1,1,1077,NA,NA,NA
1331,"灌木","小树林",1,1,2,3,1,1077,NA,NA,NA
1331,"狐狸","萌宠",2,1,3,2,1,1086,NA,NA,NA
1331,"狐狸","阴谋",2,0,0,0,1,1086,NA,NA,NA
1331,"画像","墙贴",2,1,2,3,1,1085,NA,NA,NA
1331,"画像","感情",2,1,2,0,1,1085,NA,NA,NA
1331,"皮筋","头绳",1,1,2,1,1,1082,NA,NA,NA
1331,"皮筋","腰带",3,2,2,3,1,1082,NA,NA,NA
1331,"纸巾","尿布",1,1,2,2,1,1081,NA,NA,NA
1331,"纸巾","狗窝",2,2,2,3,1,1081,NA,NA,NA
1331,"纸杯","扩音器",2,2,2,3,1,1088,NA,NA,NA
1331,"纸杯","花盆",2,1,2,3,1,1088,NA,NA,NA
1331,"花椒","子弹",2,2,2,3,1,1080,NA,NA,NA
1331,"花椒","花",2,0,3,2,1,1080,NA,NA,NA
1331,"茶壶","奶嘴",2,3,2,3,1,1076,NA,NA,NA
1331,"茶壶","洒水器",1,2,2,3,1,1076,NA,NA,NA
1331,"韭菜","小草",2,1,1,2,1,1079,NA,NA,NA
1331,"韭菜","希望",0,0,0,3,1,1079,NA,NA,NA
1331,"音响","快乐",0,1,0,0,1,1084,NA,NA,NA
1331,"音响","污染",2,1,2,0,1,1084,NA,NA,NA
1331,"黄金","石头",2,1,1,1,1,1083,NA,NA,NA
1331,"黄金","粪土",0,1,3,0,1,1083,NA,NA,NA
1332,"发带","绑东西的固定工具",2,1,1,3,1,1087,NA,NA,NA
1332,"发带","腰带",2,1,1,3,1,1087,NA,NA,NA
1332,"无花果","晒干做装饰品",2,2,3,3,1,1078,NA,NA,NA
1332,"无花果","花果茶",1,1,2,3,1,1078,NA,NA,NA
1332,"柿子","给面点调色",2,1,1,3,1,1090,NA,NA,NA
1332,"柿子","解压工具",2,1,2,3,1,1090,NA,NA,NA
1332,"棉签","拼火柴游戏道具",2,2,2,3,1,1089,NA,NA,NA
1332,"棉签","挖耳勺",1,1,1,2,1,1089,NA,NA,NA
1332,"灌木","墙纸",2,2,3,4,1,1077,NA,NA,NA
1332,"灌木","秋千",0,2,2,3,1,1077,NA,NA,NA
1332,"狐狸","暖手",2,1,2,3,1,1086,NA,NA,NA
1332,"狐狸","玩具娃娃",2,2,2,2,1,1086,NA,NA,NA
1332,"画像","剪碎之后当拼图",2,2,2,4,1,1085,NA,NA,NA
1332,"画像","地毯",2,1,1,3,1,1085,NA,NA,NA
1332,"皮筋","弹簧测力计",1,3,1,3,1,1082,NA,NA,NA
1332,"皮筋","编制手工品",2,2,2,3,1,1082,NA,NA,NA
1332,"纸巾","人造雪花",3,1,3,4,1,1081,NA,NA,NA
1332,"纸巾","引燃",2,1,1,3,1,1081,NA,NA,NA
1332,"纸杯","传声筒",2,2,2,3,1,1088,NA,NA,NA
1332,"纸杯","漏斗",2,1,2,3,1,1088,NA,NA,NA
1332,"花椒","治疗感冒，帮助鼻子通气",1,1,1,3,1,1080,NA,NA,NA
1332,"花椒","画画",2,1,3,3,1,1080,NA,NA,NA
1332,"茶壶","多肉植物的花盆",2,2,2,4,1,1076,NA,NA,NA
1332,"茶壶","摔碎的茶壶涂色做艺术画",3,2,3,3,1,1076,NA,NA,NA
1332,"韭菜","染色剂",3,2,3,3,1,1079,NA,NA,NA
1332,"韭菜","绳子，绑东西",1,2,2,3,1,1079,NA,NA,NA
1332,"音响","按摩器",3,2,3,3,1,1084,NA,NA,NA
1332,"音响","板凳",2,1,1,2,1,1084,NA,NA,NA
1332,"黄金","砖头",2,1,2,3,1,1083,NA,NA,NA
1332,"黄金","面膜",2,1,2,3,1,1083,NA,NA,NA
1333,"发带","掩饰油头",1,1,3,3,1,1087,NA,NA,NA
1333,"发带","摆造型",2,1,2,3,1,1087,NA,NA,NA
1333,"无花果","召唤孙大圣",0,0,4,1,1,1078,NA,NA,NA
1333,"无花果","榨汁",1,1,1,3,1,1078,NA,NA,NA
1333,"柿子","做干饼",2,2,1,3,1,1090,NA,NA,NA
1333,"柿子","补阴",2,1,1,1,1,1090,NA,NA,NA
1333,"棉签","掏耳朵",1,1,1,2,1,1089,NA,NA,NA
1333,"棉签","止血",1,1,1,3,1,1089,NA,NA,NA
1333,"灌木","厕所",1,2,1,2,1,1077,NA,NA,NA
1333,"灌木","野战场所",1,2,3,1,1,1077,NA,NA,NA
1333,"狐狸","宠物",1,1,2,3,1,1086,NA,NA,NA
1333,"狐狸","蛊惑人心",2,1,3,0,1,1086,NA,NA,NA
1333,"画像","相亲",2,1,3,3,1,1085,NA,NA,NA
1333,"画像","装神弄鬼",2,2,3,2,1,1085,NA,NA,NA
1333,"皮筋","打脸",2,1,2,2,1,1082,NA,NA,NA
1333,"皮筋","束衣服",2,1,2,2,1,1082,NA,NA,NA
1333,"纸巾","传答案神器",2,1,2,3,1,1081,NA,NA,NA
1333,"纸巾","折纸花",2,1,2,3,1,1081,NA,NA,NA
1333,"纸杯","当听筒",2,2,2,3,1,1088,NA,NA,NA
1333,"纸杯","风铃",2,2,2,3,1,1088,NA,NA,NA
1333,"花椒","增味",1,1,1,2,1,1080,NA,NA,NA
1333,"花椒","火锅",1,1,1,2,1,1080,NA,NA,NA
1333,"茶壶","当夜壶用",2,2,1,3,1,1076,NA,NA,NA
1333,"茶壶","藏私房钱",2,2,2,3,1,1076,NA,NA,NA
1333,"韭菜","去味道",1,1,1,3,1,1079,NA,NA,NA
1333,"韭菜","壮阳",1,1,1,3,1,1079,NA,NA,NA
1333,"音响","装饰",2,2,2,3,1,1084,NA,NA,NA
1333,"音响","蹦迪",1,1,2,3,1,1084,NA,NA,NA
1333,"黄金","坐等增值啊",1,1,3,3,1,1083,NA,NA,NA
1333,"黄金","敷平衣服",2,2,2,3,1,1083,NA,NA,NA
1334,"发带","手饰",2,1,2,3,1,1087,NA,NA,NA
1334,"发带","止血",2,1,2,4,1,1087,NA,NA,NA
1334,"无花果","做饮品",1,2,1,3,1,1078,NA,NA,NA
1334,"无花果","行道树",2,1,1,3,1,1078,NA,NA,NA
1334,"柿子","做饮料",1,1,1,3,1,1090,NA,NA,NA
1334,"柿子","解压",2,1,2,3,1,1090,NA,NA,NA
1334,"棉签","搭建小台",2,2,3,3,1,1089,NA,NA,NA
1334,"棉签","撑住衣服",2,2,1,3,1,1089,NA,NA,NA
1334,"灌木","吸噪音",1,2,3,3,1,1077,NA,NA,NA
1334,"灌木","研新品种",1,2,2,2,1,1077,NA,NA,NA
1334,"狐狸","入药",3,2,1,1,1,1086,NA,NA,NA
1334,"狐狸","生态平衡",2,3,1,3,1,1086,NA,NA,NA
1334,"画像","藏钱",2,1,2,3,1,1085,NA,NA,NA
1334,"画像","装饰墙",1,1,2,2,1,1085,NA,NA,NA
1334,"皮筋","固定",1,1,1,2,1,1082,NA,NA,NA
1334,"皮筋","止血",1,1,1,3,1,1082,NA,NA,NA
1334,"纸巾","止血",1,1,1,3,1,1081,NA,NA,NA
1334,"纸巾","洗脸巾",1,1,1,2,1,1081,NA,NA,NA
1334,"纸杯","工艺品",2,1,2,3,1,1088,NA,NA,NA
1334,"纸杯","电话筒",2,2,2,3,1,1088,NA,NA,NA
1334,"花椒","入药",1,1,2,3,1,1080,NA,NA,NA
1334,"花椒","防狼",2,1,2,4,1,1080,NA,NA,NA
1334,"茶壶","工艺品",1,2,3,3,1,1076,NA,NA,NA
1334,"茶壶","当杯子",1,2,1,3,1,1076,NA,NA,NA
1334,"韭菜","做盆栽",2,1,1,3,1,1079,NA,NA,NA
1334,"韭菜","杂交育种",1,1,1,4,1,1079,NA,NA,NA
1334,"音响","当板凳",2,1,1,3,1,1084,NA,NA,NA
1334,"音响","扩音",1,1,1,2,1,1084,NA,NA,NA
1334,"黄金","用于工业",2,2,2,2,1,1083,NA,NA,NA
1334,"黄金","用于面膜",2,1,2,3,1,1083,NA,NA,NA
1335,"发带","装饰",1,1,2,3,1,1087,NA,NA,NA
1335,"发带","sm",2,2,3,3,1,1087,NA,NA,NA
1335,"无花果","无花果粉",1,1,1,3,1,1078,NA,NA,NA
1335,"无花果","砸别人",2,1,2,2,1,1078,NA,NA,NA
1335,"柿子","柿子汤",2,1,1,3,1,1090,NA,NA,NA
1335,"柿子","柿子酱",2,1,1,3,1,1090,NA,NA,NA
1335,"棉签","掏耳朵",1,1,1,2,1,1089,NA,NA,NA
1335,"棉签","火把",2,2,1,3,1,1089,NA,NA,NA
1335,"灌木","挠痒",2,2,1,3,1,1077,NA,NA,NA
1335,"灌木","隐蔽",1,2,3,3,1,1077,NA,NA,NA
1335,"狐狸","宠物",1,1,2,3,1,1086,NA,NA,NA
1335,"狐狸","捕猎",2,2,1,3,1,1086,NA,NA,NA
1335,"画像","藏钱",2,1,2,3,1,1085,NA,NA,NA
1335,"画像","遮挡",2,1,2,3,1,1085,NA,NA,NA
1335,"皮筋","密封",2,1,1,2,1,1082,NA,NA,NA
1335,"皮筋","扎裤子",2,1,1,1,1,1082,NA,NA,NA
1335,"纸巾","除湿",1,1,1,3,1,1081,NA,NA,NA
1335,"纸巾","鞋垫",2,2,2,3,1,1081,NA,NA,NA
1335,"纸杯","垃圾桶",2,1,1,2,1,1088,NA,NA,NA
1335,"纸杯","魔术",2,1,3,3,1,1088,NA,NA,NA
1335,"花椒","泡茶",1,1,1,3,1,1080,NA,NA,NA
1335,"花椒","花椒饮料",1,1,1,3,1,1080,NA,NA,NA
1335,"茶壶","洗手",2,2,1,2,1,1076,NA,NA,NA
1335,"茶壶","煮水饺",3,2,1,2,1,1076,NA,NA,NA
1335,"韭菜","扫地",2,3,2,4,1,1079,NA,NA,NA
1335,"韭菜","编头绳",2,2,2,3,1,1079,NA,NA,NA
1335,"音响","健身",2,1,2,2,1,1084,NA,NA,NA
1335,"音响","表白",2,1,3,2,1,1084,NA,NA,NA
1335,"黄金","窗花",3,2,2,3,1,1083,NA,NA,NA
1335,"黄金","铠甲",2,1,3,3,1,1083,NA,NA,NA
1336,"发带","留发",1,1,2,3,1,1087,NA,NA,NA
1336,"发带","造型",1,1,2,1,1,1087,NA,NA,NA
1336,"无花果","忘情水",0,1,4,1,1,1078,NA,NA,NA
1336,"无花果","榨汁",1,1,1,3,1,1078,NA,NA,NA
1336,"柿子","打仗",2,1,2,2,1,1090,NA,NA,NA
1336,"柿子","柿饼",2,1,1,3,1,1090,NA,NA,NA
1336,"棉签","擦血",1,1,1,3,1,1089,NA,NA,NA
1336,"棉签","燃火",2,1,1,3,1,1089,NA,NA,NA
1336,"灌木","撒尿",1,1,1,2,1,1077,NA,NA,NA
1336,"灌木","野战",2,2,3,2,1,1077,NA,NA,NA
1336,"狐狸","妖精",0,2,0,0,1,1086,NA,NA,NA
1336,"狐狸","宠物",1,1,2,3,1,1086,NA,NA,NA
1336,"画像","相亲",2,1,3,3,1,1085,NA,NA,NA
1336,"画像","自拍",2,1,2,3,1,1085,NA,NA,NA
1336,"皮筋","储存",2,1,2,1,1,1082,NA,NA,NA
1336,"皮筋","扎头发",1,1,2,1,1,1082,NA,NA,NA
1336,"纸巾","折纸",2,1,2,3,1,1081,NA,NA,NA
1336,"纸巾","擦眼泪",1,1,1,3,1,1081,NA,NA,NA
1336,"纸杯","听筒",2,2,2,3,1,1088,NA,NA,NA
1336,"纸杯","装饰",2,1,2,2,1,1088,NA,NA,NA
1336,"花椒","晾晒炸酱面",1,1,1,3,1,1080,NA,NA,NA
1336,"花椒","火锅",1,1,1,2,1,1080,NA,NA,NA
1336,"茶壶","尿壶",2,2,1,2,1,1076,NA,NA,NA
1336,"茶壶","藏私房钱",2,2,2,3,1,1076,NA,NA,NA
1336,"韭菜","喝粉调味",1,1,1,2,1,1079,NA,NA,NA
1336,"韭菜","壮阳",1,1,1,3,1,1079,NA,NA,NA
1336,"音响","超音波治疗",2,1,4,4,1,1084,NA,NA,NA
1336,"音响","蹦迪",1,1,2,3,1,1084,NA,NA,NA
1336,"黄金","房产",2,1,2,0,1,1083,NA,NA,NA
1336,"黄金","炒期货",2,1,3,3,1,1083,NA,NA,NA
1337,"发带","捆菜",2,1,1,3,1,1087,NA,NA,NA
1337,"发带","系东西",2,1,1,3,1,1087,NA,NA,NA
1337,"无花果","煮粥",2,1,1,3,1,1078,NA,NA,NA
1337,"无花果","零食",1,1,1,3,1,1078,NA,NA,NA
1337,"柿子","扔着玩",2,1,2,3,1,1090,NA,NA,NA
1337,"柿子","炒菜",2,1,1,3,1,1090,NA,NA,NA
1337,"棉签","做小船",2,2,3,3,1,1089,NA,NA,NA
1337,"棉签","工艺品",2,1,2,3,1,1089,NA,NA,NA
1337,"灌木","架篝火",1,2,2,3,1,1077,NA,NA,NA
1337,"灌木","盆景",1,2,1,3,1,1077,NA,NA,NA
1337,"狐狸","披肩",2,2,2,3,1,1086,NA,NA,NA
1337,"狐狸","毛皮大衣",2,2,2,3,1,1086,NA,NA,NA
1337,"画像","做墙纸",2,1,2,3,1,1085,NA,NA,NA
1337,"画像","做燃料",2,2,1,3,1,1085,NA,NA,NA
1337,"皮筋","做弹弓",2,1,2,2,1,1082,NA,NA,NA
1337,"皮筋","系东西",1,1,1,1,1,1082,NA,NA,NA
1337,"纸巾","做窗帘",2,2,2,4,1,1081,NA,NA,NA
1337,"纸巾","做雨人",2,0,2,3,1,1081,NA,NA,NA
1337,"纸杯","养鱼",3,1,2,3,1,1088,NA,NA,NA
1337,"纸杯","装墨水",2,1,1,3,1,1088,NA,NA,NA
1337,"花椒","做腊肉",1,1,1,3,1,1080,NA,NA,NA
1337,"花椒","治感冒",1,1,2,3,1,1080,NA,NA,NA
1337,"茶壶","制作盆栽",2,2,1,4,1,1076,NA,NA,NA
1337,"茶壶","浇花",2,2,2,3,1,1076,NA,NA,NA
1337,"韭菜","做草坪",2,1,1,3,1,1079,NA,NA,NA
1337,"韭菜","烧菜",1,1,1,2,1,1079,NA,NA,NA
1337,"音响","制造噪音",1,1,2,3,1,1084,NA,NA,NA
1337,"音响","震楼器",3,1,3,3,1,1084,NA,NA,NA
1337,"黄金","做导线",2,2,2,4,1,1083,NA,NA,NA
1337,"黄金","做食物",2,1,1,1,1,1083,NA,NA,NA
1338,"发带","花篮",3,1,2,3,1,1087,NA,NA,NA
1338,"发带","青春少女",0,1,3,0,1,1087,NA,NA,NA
1338,"无花果","泡茶",1,1,1,3,1,1078,NA,NA,NA
1338,"无花果","防癌",1,1,1,3,1,1078,NA,NA,NA
1338,"柿子","染色",2,2,3,4,1,1090,NA,NA,NA
1338,"柿子","温暖",0,0,0,3,1,1090,NA,NA,NA
1338,"棉签","受伤",1,0,1,0,1,1089,NA,NA,NA
1338,"棉签","画具",2,2,3,3,1,1089,NA,NA,NA
1338,"灌木","大自然",0,0,0,1,1,1077,NA,NA,NA
1338,"灌木","艺术品",2,2,3,3,1,1077,NA,NA,NA
1338,"狐狸","狡猾聪明",0,0,0,0,1,1086,NA,NA,NA
1338,"狐狸","玩耍",2,1,2,3,1,1086,NA,NA,NA
1338,"画像","回忆 印象",2,1,3,3,1,1085,NA,NA,NA
1338,"画像","照相机",3,1,2,3,1,1085,NA,NA,NA
1338,"皮筋","吊绳",2,1,1,3,1,1082,NA,NA,NA
1338,"皮筋","活泼",0,0,0,0,1,1082,NA,NA,NA
1338,"纸巾","叠艺术品",2,2,2,3,1,1081,NA,NA,NA
1338,"纸巾","泪点",0,1,0,0,1,1081,NA,NA,NA
1338,"纸杯","堆积塔",2,2,2,3,1,1088,NA,NA,NA
1338,"纸杯","空心",0,0,2,3,1,1088,NA,NA,NA
1338,"花椒","催泪",1,1,2,4,1,1080,NA,NA,NA
1338,"花椒","麻醉",1,1,2,3,1,1080,NA,NA,NA
1338,"茶壶","恬静",0,0,0,0,1,1076,NA,NA,NA
1338,"茶壶","画具",2,2,3,3,1,1076,NA,NA,NA
1338,"韭菜","味道",0,1,0,0,1,1079,NA,NA,NA
1338,"韭菜","染色",3,2,3,3,1,1079,NA,NA,NA
1338,"音响","嗨",1,1,1,0,1,1084,NA,NA,NA
1338,"音响","宣传",1,1,2,3,1,1084,NA,NA,NA
1338,"黄金","王冠",1,1,2,3,1,1083,NA,NA,NA
1338,"黄金","金钱",1,1,2,0,1,1083,NA,NA,NA
1339,"发带","小姐姐",2,0,0,0,1,1087,NA,NA,NA
1339,"发带","装饰",1,1,2,3,1,1087,NA,NA,NA
1339,"无花果","美容",2,1,2,3,1,1078,NA,NA,NA
1339,"无花果","长寿",0,0,0,0,1,1078,NA,NA,NA
1339,"柿子","果脯",2,1,1,3,1,1090,NA,NA,NA
1339,"柿子","软肋",0,0,0,3,1,1090,NA,NA,NA
1339,"棉签","挖耳",1,1,1,2,1,1089,NA,NA,NA
1339,"棉签","消毒",1,1,1,2,1,1089,NA,NA,NA
1339,"灌木","盆景",1,2,1,3,1,1077,NA,NA,NA
1339,"灌木","茶具",2,2,2,3,1,1077,NA,NA,NA
1339,"狐狸","妖精",0,2,0,0,1,1086,NA,NA,NA
1339,"狐狸","狡猾",0,0,0,0,1,1086,NA,NA,NA
1339,"画像","美颜",2,1,3,2,1,1085,NA,NA,NA
1339,"画像","艺术",1,1,2,2,1,1085,NA,NA,NA
1339,"皮筋","娱乐",2,1,2,2,1,1082,NA,NA,NA
1339,"皮筋","弹簧",2,1,2,2,1,1082,NA,NA,NA
1339,"纸巾","毽子",3,2,2,4,1,1081,NA,NA,NA
1339,"纸巾","鞋油",0,2,2,2,1,1081,NA,NA,NA
1339,"纸杯","便捷",2,0,0,3,1,1088,NA,NA,NA
1339,"纸杯","锤子买卖",0,1,3,0,1,1088,NA,NA,NA
1339,"花椒","火锅",1,1,1,2,1,1080,NA,NA,NA
1339,"花椒","除湿",1,1,2,3,1,1080,NA,NA,NA
1339,"茶壶","摆件",1,2,2,2,1,1076,NA,NA,NA
1339,"茶壶","花瓶",2,2,1,4,1,1076,NA,NA,NA
1339,"韭菜","惨败",0,0,0,0,1,1079,NA,NA,NA
1339,"韭菜","生血",1,1,1,3,1,1079,NA,NA,NA
1339,"音响","娱乐",1,1,2,2,1,1084,NA,NA,NA
1339,"音响","广场舞",1,1,1,3,1,1084,NA,NA,NA
1339,"黄金","不怕火炼",0,2,0,0,1,1083,NA,NA,NA
1339,"黄金","增值",2,1,3,3,1,1083,NA,NA,NA
1340,"发带","制作手链",2,1,2,3,1,1087,NA,NA,NA
1340,"发带","装饰",1,1,2,3,1,1087,NA,NA,NA
1340,"无花果","绘画模具",2,2,3,3,1,1078,NA,NA,NA
1340,"无花果","装饰",2,2,2,3,1,1078,NA,NA,NA
1340,"柿子","制药",2,1,1,3,1,1090,NA,NA,NA
1340,"柿子","装饰",2,1,3,4,1,1090,NA,NA,NA
1340,"棉签","制作艺术品",2,1,3,3,1,1089,NA,NA,NA
1340,"棉签","装饰",2,1,3,3,1,1089,NA,NA,NA
1340,"灌木","场景模型",1,2,3,3,1,1077,NA,NA,NA
1340,"灌木","阻挡道路",1,2,2,2,1,1077,NA,NA,NA
1340,"狐狸","教育教学",2,2,2,3,1,1086,NA,NA,NA
1340,"狐狸","象征意义",1,0,3,2,1,1086,NA,NA,NA
1340,"画像","自我审查",2,1,3,2,1,1085,NA,NA,NA
1340,"画像","装饰",1,1,2,3,1,1085,NA,NA,NA
1340,"皮筋","制作工艺品",2,2,2,2,1,1082,NA,NA,NA
1340,"皮筋","变魔术",2,2,2,4,1,1082,NA,NA,NA
1340,"纸巾","传递信息",2,1,1,3,1,1081,NA,NA,NA
1340,"纸巾","制作工艺品",2,2,2,3,1,1081,NA,NA,NA
1340,"纸杯","制作工艺品",2,1,2,3,1,1088,NA,NA,NA
1340,"纸杯","循环利用",2,1,3,3,1,1088,NA,NA,NA
1340,"花椒","装饰",2,2,2,3,1,1080,NA,NA,NA
1340,"花椒","象征意义",0,1,2,2,1,1080,NA,NA,NA
1340,"茶壶","茶艺教学",1,2,2,2,1,1076,NA,NA,NA
1340,"茶壶","装饰",1,2,2,3,1,1076,NA,NA,NA
1340,"韭菜","教育教学",1,2,3,3,1,1079,NA,NA,NA
1340,"韭菜","观赏",1,1,2,2,1,1079,NA,NA,NA
1340,"音响","带动气氛",2,1,2,3,1,1084,NA,NA,NA
1340,"音响","装饰",2,2,2,3,1,1084,NA,NA,NA
1340,"黄金","装饰",2,1,2,3,1,1083,NA,NA,NA
1340,"黄金","象征意义",0,1,3,3,1,1083,NA,NA,NA
1341,"勺子","挖土",2,2,3,1,1,1105,NA,NA,NA
1341,"勺子","飞镖",2,2,2,2,1,1105,NA,NA,NA
1341,"地图","地理书",2,0,1,1,1,1095,NA,NA,NA
1341,"地图","路痴",0,0,1,0,1,1095,NA,NA,NA
1341,"墨水","墨香",0,0,1,0,1,1101,NA,NA,NA
1341,"墨水","染头发",2,2,1,2,1,1101,NA,NA,NA
1341,"夹子","可靠",0,0,2,0,1,1097,NA,NA,NA
1341,"夹子","恶作剧",2,2,3,2,1,1097,NA,NA,NA
1341,"扇子","风雅",0,0,1,0,1,1104,NA,NA,NA
1341,"扇子","驱蚊",2,1,1,2,1,1104,NA,NA,NA
1341,"杯子","烛台",2,2,3,3,1,1092,NA,NA,NA
1341,"杯子","蛐蛐笼",3,3,1,2,1,1092,NA,NA,NA
1341,"毛笔","书香",0,1,1,4,1,1100,NA,NA,NA
1341,"毛笔","假胡子",0,3,1,3,1,1100,NA,NA,NA
1341,"白纸","未经雕琢",0,0,2,1,1,1091,NA,NA,NA
1341,"白纸","潜力",0,0,4,1,1,1091,NA,NA,NA
1341,"窗帘","晦涩",0,0,4,0,1,1093,NA,NA,NA
1341,"窗帘","阴暗",0,0,2,2,1,1093,NA,NA,NA
1341,"胶水","可靠",0,0,1,3,1,1098,NA,NA,NA
1341,"胶水","坚固",0,0,2,3,1,1098,NA,NA,NA
1341,"蛋糕","开心",0,0,1,0,1,1094,NA,NA,NA
1341,"蛋糕","求婚",1,1,1,1,1,1094,NA,NA,NA
1341,"蜡烛","奉献",0,0,3,2,1,1099,NA,NA,NA
1341,"蜡烛","浪漫",0,0,1,2,1,1099,NA,NA,NA
